path,totalPrice
"[{""name"":LAX},{},{""date"":15/30/2015 10:24:12,""duration"":180,""distance"":1980,""airline"":19977},{""date"":15/30/2015 10:24:12,""duration"":180,""distance"":1980,""airline"":19977},{},{""name"":DFW},{""name"":DFW},{},{""date"":15/30/2015 13:24:12,""duration"":150,""distance"":1536,""airline"":19977},{""date"":15/30/2015 13:24:12,""duration"":150,""distance"":1536,""airline"":19977},{},{""name"":DAY}]",989.5
